"stock","OM","MP","optimised","period","risk_Blim","risk_Blim_max","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","1:5_risk_Blim","1:5_risk_Blim_max","1:5_risk_Bmsy","1:5_risk_halfBmsy","1:5_risk_collapse","1:5_SSB","1:5_Fbar","1:5_Catch","1:5_SSB_rel","1:5_Fbar_rel","1:5_Catch_rel","1:5_ICV","6:10_risk_Blim","6:10_risk_Blim_max","6:10_risk_Bmsy","6:10_risk_halfBmsy","6:10_risk_collapse","6:10_SSB","6:10_Fbar","6:10_Catch","6:10_SSB_rel","6:10_Fbar_rel","6:10_Catch_rel","6:10_ICV","11:20_risk_Blim","11:20_risk_Blim_max","11:20_risk_Bmsy","11:20_risk_halfBmsy","11:20_risk_collapse","11:20_SSB","11:20_Fbar","11:20_Catch","11:20_SSB_rel","11:20_Fbar_rel","11:20_Catch_rel","11:20_ICV","1:10_risk_Blim","1:10_risk_Blim_max","1:10_risk_Bmsy","1:10_risk_halfBmsy","1:10_risk_collapse","1:10_SSB","1:10_Fbar","1:10_Catch","1:10_SSB_rel","1:10_Fbar_rel","1:10_Catch_rel","1:10_ICV","1:20_risk_Blim","1:20_risk_Blim_max","1:20_risk_Bmsy","1:20_risk_halfBmsy","1:20_risk_collapse","1:20_SSB","1:20_Fbar","1:20_Catch","1:20_SSB_rel","1:20_Fbar_rel","1:20_Catch_rel","1:20_ICV","file","interval","fitness"
"cod.27.47d20","baseline","ICES_SAM","default","1-20",NA,-Inf,NA,NA,0.00295132809764394,110557.798355869,0.222153964798692,39695.9999999965,NA,NA,NA,0.56131241568313,NA,-Inf,NA,NA,0,77860.1536043189,0.183314178721652,26655.1062462636,NA,NA,NA,0.634796488462258,NA,-Inf,NA,NA,0.000200120072043226,110540.988113684,0.229205991518463,39703.9999991453,NA,NA,NA,0.564880671303344,NA,-Inf,NA,NA,0.00580348208925355,132787.081062079,0.230292781037102,44288,NA,NA,NA,0.443172825758991,NA,-Inf,NA,NA,0.000100030009002701,90024.7848799755,0.209621187425042,33195.9999998657,NA,NA,NA,0.631362754156984,NA,-Inf,NA,NA,0.00295132809764394,110557.798355869,0.222153964798692,39695.9999999965,NA,NA,NA,0.56131241568313,"output/cod.27.47d20/baseline/1000_20/ICES_SAM/mp.rds",1,NA
"cod.27.47d20","baseline","ICES_SAM","default","11-20",NA,-Inf,NA,NA,0.00295132809764394,110557.798355869,0.222153964798692,39695.9999999965,NA,NA,NA,0.56131241568313,NA,-Inf,NA,NA,0,77860.1536043189,0.183314178721652,26655.1062462636,NA,NA,NA,0.634796488462258,NA,-Inf,NA,NA,0.000200120072043226,110540.988113684,0.229205991518463,39703.9999991453,NA,NA,NA,0.564880671303344,NA,-Inf,NA,NA,0.00580348208925355,132787.081062079,0.230292781037102,44288,NA,NA,NA,0.443172825758991,NA,-Inf,NA,NA,0.000100030009002701,90024.7848799755,0.209621187425042,33195.9999998657,NA,NA,NA,0.631362754156984,NA,-Inf,NA,NA,0.00295132809764394,110557.798355869,0.222153964798692,39695.9999999965,NA,NA,NA,0.56131241568313,"output/cod.27.47d20/baseline/1000_20/ICES_SAM/mp.rds",1,NA
